# Altitude(AMSL),Pressure(hpa),Temp(C),RH,WindSpeed(m/s),WindDirection(degTN),Uwind(m/s),Vwind(m/s)
2835.21,724.14, 9.23,45.56, 5.92,215.56,-3.44,-4.82
2839.46,723.77, 9.19,45.56, 5.95,215.52,-3.46,-4.85
2843.32,723.41, 9.16,45.58, 5.99,215.46,-3.47,-4.88
2847.68,723.00, 9.12,45.74, 6.01,215.40,-3.48,-4.90
2853.89,722.46, 9.07,45.99, 6.04,215.34,-3.49,-4.92
2861.85,721.82, 9.01,46.21, 6.06,215.28,-3.50,-4.94
2869.35,721.20, 8.95,46.35, 6.07,215.23,-3.50,-4.96
2875.31,720.66, 8.88,46.43, 6.08,215.20,-3.50,-4.97
2880.61,720.17, 8.82,46.60, 6.08,215.18,-3.50,-4.97
2886.45,719.66, 8.76,46.86, 6.08,215.19,-3.50,-4.97
2892.47,719.15, 8.69,47.04, 6.07,215.21,-3.50,-4.96
2898.50,718.64, 8.62,47.02, 6.05,215.26,-3.49,-4.94
2903.95,718.15, 8.57,46.96, 6.03,215.33,-3.49,-4.92
2909.23,717.67, 8.53,47.08, 6.00,215.42,-3.48,-4.89
2915.19,717.15, 8.47,47.29, 5.97,215.53,-3.47,-4.86
2922.03,716.60, 8.41,47.36, 5.93,215.65,-3.46,-4.82
2928.19,716.07, 8.36,47.34, 5.89,215.79,-3.44,-4.78
2933.30,715.61, 8.31,47.49, 5.84,215.92,-3.42,-4.73
2938.07,715.19, 8.27,47.81, 5.78,216.05,-3.40,-4.67
2943.07,714.76, 8.21,48.13, 5.72,216.18,-3.38,-4.62
2947.92,714.34, 8.16,48.32, 5.66,216.29,-3.35,-4.56
2952.83,713.91, 8.10,48.40, 5.59,216.39,-3.32,-4.50
2958.01,713.46, 8.06,48.47, 5.52,216.46,-3.28,-4.44
2963.28,713.02, 8.01,48.57, 5.45,216.51,-3.24,-4.38
2968.32,712.59, 7.97,48.63, 5.38,216.52,-3.20,-4.32
2972.65,712.22, 7.93,48.72, 5.30,216.49,-3.15,-4.26
2976.09,711.90, 7.90,48.90, 5.23,216.41,-3.11,-4.21
2979.87,711.55, 7.86,49.17, 5.16,216.30,-3.05,-4.16
2984.80,711.13, 7.82,49.48, 5.09,216.13,-3.00,-4.11
2990.50,710.66, 7.77,49.72, 5.03,215.92,-2.95,-4.07
2996.16,710.19, 7.73,49.82, 4.96,215.66,-2.89,-4.03
3001.39,709.73, 7.69,49.86, 4.91,215.36,-2.84,-4.00
3006.33,709.30, 7.66,49.90, 4.86,215.03,-2.79,-3.98
3011.28,708.88, 7.62,49.96, 4.81,214.67,-2.74,-3.96
3016.22,708.47, 7.58,50.00, 4.77,214.28,-2.69,-3.94
3020.42,708.11, 7.54,50.00, 4.74,213.88,-2.64,-3.93
3023.60,707.82, 7.51,50.03, 4.71,213.47,-2.60,-3.93
3026.50,707.55, 7.48,50.11, 4.69,213.05,-2.56,-3.94
3029.88,707.25, 7.44,50.22, 4.68,212.63,-2.53,-3.94
3034.37,706.86, 7.39,50.43, 4.68,212.22,-2.49,-3.96
3039.83,706.41, 7.34,50.68, 4.68,211.82,-2.47,-3.98
3045.59,705.95, 7.29,50.89, 4.69,211.44,-2.45,-4.00
3050.41,705.55, 7.25,51.03, 4.70,211.09,-2.43,-4.03
3054.05,705.21, 7.21,51.16, 4.72,210.78,-2.42,-4.06
3057.37,704.90, 7.18,51.33, 4.75,210.50,-2.41,-4.09
3061.24,704.56, 7.14,51.53, 4.78,210.25,-2.41,-4.13
3065.93,704.17, 7.09,51.71, 4.81,210.03,-2.41,-4.17
3071.31,703.71, 7.04,51.81, 4.85,209.84,-2.41,-4.21
3077.03,703.23, 6.98,51.88, 4.89,209.69,-2.42,-4.25
3083.13,702.71, 6.94,52.07, 4.94,209.56,-2.44,-4.29
3089.46,702.17, 6.89,52.28, 4.98,209.46,-2.45,-4.34
3095.86,701.63, 6.83,52.39, 5.03,209.39,-2.47,-4.38
3102.16,701.09, 6.78,52.44, 5.08,209.36,-2.49,-4.43
3108.40,700.55, 6.73,52.49, 5.13,209.36,-2.52,-4.47
3114.82,700.02, 6.68,52.69, 5.19,209.39,-2.55,-4.52
3121.03,699.50, 6.63,52.89, 5.24,209.46,-2.58,-4.56
3126.50,699.03, 6.57,52.92, 5.29,209.56,-2.61,-4.61
3131.37,698.60, 6.52,52.91, 5.35,209.69,-2.65,-4.65
3136.41,698.15, 6.48,53.16, 5.41,209.86,-2.69,-4.69
3142.35,697.63, 6.42,53.59, 5.47,210.06,-2.74,-4.73
3149.54,697.04, 6.36,53.94, 5.52,210.31,-2.79,-4.77
3157.20,696.42, 6.30,54.15, 5.58,210.59,-2.84,-4.81
3164.17,695.85, 6.24,54.30, 5.64,210.92,-2.90,-4.84
3169.76,695.38, 6.19,54.37, 5.70,211.30,-2.96,-4.87
3173.92,695.01, 6.15,54.50, 5.77,211.72,-3.03,-4.90
3177.19,694.71, 6.12,54.71, 5.83,212.18,-3.10,-4.93
3180.37,694.43, 6.09,54.87, 5.89,212.69,-3.18,-4.96
3184.06,694.10, 6.06,54.96, 5.95,213.23,-3.26,-4.98
3188.68,693.71, 6.01,55.17, 6.02,213.81,-3.35,-5.00
3194.38,693.24, 5.95,55.52, 6.08,214.42,-3.44,-5.02
3200.71,692.72, 5.89,55.83, 6.14,215.06,-3.53,-5.03
3207.22,692.18, 5.83,56.02, 6.21,215.72,-3.62,-5.04
3213.31,691.68, 5.78,56.15, 6.27,216.40,-3.72,-5.05
3218.42,691.25, 5.73,56.18, 6.34,217.10,-3.82,-5.05
3222.60,690.88, 5.69,56.15, 6.40,217.80,-3.92,-5.06
3226.58,690.53, 5.66,56.14, 6.46,218.51,-4.02,-5.06
3230.76,690.17, 5.63,56.17, 6.53,219.21,-4.13,-5.06
3235.47,689.76, 5.59,56.30, 6.59,219.90,-4.23,-5.05
3241.13,689.29, 5.54,56.54, 6.65,220.58,-4.32,-5.05
3247.59,688.77, 5.48,56.82, 6.71,221.23,-4.42,-5.04
3253.93,688.25, 5.42,57.05, 6.77,221.86,-4.51,-5.04
3259.65,687.77, 5.38,57.24, 6.82,222.45,-4.61,-5.03
3264.76,687.34, 5.33,57.40, 6.88,223.01,-4.69,-5.03
3269.13,686.97, 5.30,57.46, 6.93,223.52,-4.77,-5.03
3272.84,686.65, 5.26,57.47, 6.99,223.99,-4.85,-5.03
3276.38,686.34, 5.22,57.56, 7.04,224.42,-4.93,-5.03
3280.14,686.01, 5.18,57.78, 7.09,224.79,-4.99,-5.03
3284.76,685.60, 5.13,58.07, 7.14,225.11,-5.06,-5.04
3290.81,685.12, 5.07,58.37, 7.19,225.38,-5.11,-5.05
3297.35,684.60, 5.01,58.61, 7.23,225.60,-5.17,-5.06
3303.31,684.10, 4.96,58.77, 7.28,225.76,-5.22,-5.08
3308.66,683.66, 4.91,58.88, 7.32,225.87,-5.26,-5.10
3313.18,683.27, 4.87,58.93, 7.37,225.91,-5.29,-5.13
3317.12,682.92, 4.84,58.93, 7.42,225.90,-5.33,-5.16
3321.28,682.56, 4.80,59.01, 7.46,225.83,-5.35,-5.20
3326.19,682.15, 4.76,59.21, 7.51,225.70,-5.37,-5.24
3332.10,681.66, 4.70,59.52, 7.55,225.51,-5.39,-5.29
3338.67,681.13, 4.64,59.88, 7.60,225.27,-5.40,-5.35
3345.35,680.59, 4.57,60.24, 7.65,224.98,-5.40,-5.41
3351.39,680.09, 4.51,60.43, 7.69,224.63,-5.40,-5.47
3356.40,679.67, 4.45,60.38, 7.74,224.24,-5.40,-5.54
3360.59,679.31, 4.42,60.33, 7.79,223.80,-5.39,-5.62
3364.36,678.99, 4.39,60.41, 7.84,223.32,-5.38,-5.70
3368.14,678.65, 4.35,60.56, 7.89,222.81,-5.36,-5.79
3372.61,678.27, 4.31,60.78, 7.94,222.26,-5.34,-5.87
3378.07,677.84, 4.25,61.03, 7.99,221.68,-5.31,-5.97
3383.83,677.37, 4.20,61.32, 8.04,221.07,-5.29,-6.06
3389.42,676.90, 4.14,61.69, 8.10,220.46,-5.26,-6.16
3395.08,676.41, 4.08,62.04, 8.16,219.84,-5.23,-6.26
3401.61,675.85, 4.02,62.24, 8.21,219.22,-5.19,-6.36
3409.43,675.23, 3.94,62.30, 8.27,218.62,-5.16,-6.46
3417.69,674.58, 3.87,62.32, 8.33,218.04,-5.13,-6.56
3424.93,673.98, 3.81,62.44, 8.39,217.49,-5.11,-6.66
3430.93,673.47, 3.75,62.63, 8.45,216.99,-5.08,-6.75
3436.39,673.01, 3.70,62.81, 8.51,216.53,-5.07,-6.84
3441.66,672.57, 3.66,63.00, 8.57,216.13,-5.05,-6.92
3446.71,672.15, 3.61,63.17, 8.62,215.80,-5.04,-6.99
3451.59,671.74, 3.57,63.32, 8.68,215.54,-5.04,-7.06
3456.62,671.31, 3.52,63.53, 8.73,215.35,-5.05,-7.12
3462.34,670.85, 3.46,63.77, 8.77,215.25,-5.06,-7.16
3468.57,670.35, 3.41,63.91, 8.81,215.25,-5.09,-7.20
3474.53,669.85, 3.35,63.99, 8.85,215.33,-5.12,-7.22
3480.35,669.36, 3.30,64.13, 8.88,215.51,-5.16,-7.23
3486.61,668.86, 3.25,64.15, 8.91,215.78,-5.21,-7.23
3492.89,668.35, 3.21,64.08, 8.93,216.14,-5.27,-7.21
3498.56,667.89, 3.16,64.23, 8.95,216.59,-5.33,-7.18
3503.39,667.49, 3.11,64.59, 8.96,217.13,-5.41,-7.14
3507.68,667.12, 3.07,64.80, 8.97,217.74,-5.49,-7.09
3512.01,666.75, 3.03,64.80, 8.97,218.42,-5.57,-7.03
3516.74,666.37, 2.99,64.83, 8.97,219.16,-5.66,-6.95
3521.81,665.96, 2.95,65.06, 8.96,219.97,-5.76,-6.87
3526.71,665.56, 2.92,65.37, 8.95,220.82,-5.85,-6.77
3531.50,665.14, 2.88,65.51, 8.94,221.70,-5.95,-6.67
3537.38,664.66, 2.84,65.52, 8.92,222.61,-6.04,-6.57
3544.18,664.12, 2.79,65.58, 8.91,223.52,-6.14,-6.46
3551.04,663.60, 2.75,65.71, 8.89,224.43,-6.22,-6.35
3556.47,663.15, 2.71,65.73, 8.87,225.33,-6.31,-6.24
3560.70,662.78, 2.68,65.63, 8.85,226.19,-6.39,-6.13
3564.43,662.46, 2.64,65.61, 8.83,227.01,-6.46,-6.02
3568.57,662.10, 2.59,65.67, 8.81,227.78,-6.52,-5.92
3573.54,661.68, 2.54,65.67, 8.78,228.49,-6.58,-5.82
3580.32,661.14, 2.49,65.63, 8.76,229.13,-6.62,-5.73
3588.12,660.53, 2.44,65.64, 8.73,229.70,-6.66,-5.65
3595.84,659.96, 2.38,65.72, 8.71,230.19,-6.69,-5.57
3601.11,659.54, 2.32,65.71, 8.68,230.61,-6.71,-5.51
3603.46,659.29, 2.28,65.73, 8.65,230.93,-6.71,-5.45
3605.42,659.04, 2.25,65.96, 8.61,231.17,-6.71,-5.40
3610.73,658.68, 2.21,66.11, 8.58,231.33,-6.70,-5.36
3616.29,658.26, 2.17,66.09, 8.55,231.41,-6.68,-5.33
3620.80,657.88, 2.12,66.08, 8.51,231.41,-6.65,-5.31
3624.63,657.56, 2.09,66.13, 8.47,231.35,-6.62,-5.29
3628.44,657.25, 2.06,66.18, 8.44,231.23,-6.58,-5.28
3632.21,656.94, 2.02,66.24, 8.40,231.07,-6.53,-5.28
3635.97,656.62, 1.99,66.29, 8.36,230.86,-6.48,-5.28
3640.09,656.29, 1.95,66.36, 8.32,230.62,-6.43,-5.28
3644.46,655.94, 1.92,66.42, 8.28,230.36,-6.37,-5.28
3649.03,655.57, 1.89,66.42, 8.23,230.08,-6.31,-5.28
3653.67,655.19, 1.86,66.30, 8.19,229.80,-6.25,-5.29
3658.37,654.81, 1.84,65.75, 8.14,229.51,-6.19,-5.29
3663.11,654.42, 1.83,64.64, 8.09,229.23,-6.13,-5.29
3668.20,654.00, 1.82,63.35, 8.04,228.96,-6.07,-5.28
3673.92,653.55, 1.82,62.30, 7.99,228.71,-6.00,-5.27
3679.89,653.07, 1.81,61.38, 7.93,228.48,-5.94,-5.26
3685.71,652.61, 1.79,60.20, 7.88,228.27,-5.88,-5.24
3691.01,652.19, 1.76,58.75, 7.81,228.09,-5.81,-5.22
3695.46,651.83, 1.74,57.81, 7.75,227.94,-5.75,-5.19
3699.35,651.50, 1.72,57.55, 7.68,227.81,-5.69,-5.16
3702.97,651.21, 1.70,57.45, 7.60,227.70,-5.62,-5.12
3706.49,650.90, 1.67,57.35, 7.53,227.61,-5.56,-5.07
3710.66,650.56, 1.63,57.37, 7.45,227.55,-5.49,-5.03
3715.79,650.15, 1.59,57.47, 7.37,227.49,-5.43,-4.98
3721.74,649.68, 1.54,57.66, 7.28,227.45,-5.36,-4.92
3727.99,649.19, 1.48,57.91, 7.20,227.42,-5.30,-4.87
3734.03,648.71, 1.43,58.17, 7.11,227.40,-5.24,-4.81
3739.63,648.26, 1.38,58.44, 7.03,227.39,-5.17,-4.76
3744.99,647.83, 1.33,58.62, 6.94,227.39,-5.11,-4.70
3749.99,647.43, 1.29,58.70, 6.86,227.40,-5.05,-4.65
3754.55,647.06, 1.25,58.77, 6.79,227.42,-5.00,-4.59
3758.83,646.71, 1.21,58.80, 6.71,227.45,-4.95,-4.54
3762.88,646.38, 1.18,58.76, 6.65,227.50,-4.90,-4.49
3766.83,646.05, 1.14,58.84, 6.59,227.56,-4.86,-4.44
3771.30,645.69, 1.09,59.13, 6.53,227.64,-4.83,-4.40
3776.58,645.26, 1.05,59.47, 6.49,227.74,-4.80,-4.36
3782.69,644.79, 1.00,59.71, 6.45,227.88,-4.79,-4.33
3788.80,644.32, 0.96,59.63, 6.43,228.05,-4.78,-4.30
3794.24,643.88, 0.93,59.14, 6.41,228.26,-4.78,-4.27
3799.23,643.48, 0.92,58.52, 6.41,228.53,-4.80,-4.24
3803.62,643.13, 0.90,58.17, 6.41,228.84,-4.83,-4.22
3807.59,642.79, 0.87,58.21, 6.43,229.22,-4.87,-4.20
3811.80,642.44, 0.85,58.31, 6.46,229.66,-4.92,-4.18
3816.99,642.05, 0.85,58.10, 6.50,230.16,-4.99,-4.17
3822.24,641.64, 0.85,57.79, 6.55,230.73,-5.07,-4.15
3827.28,641.24, 0.82,57.65, 6.61,231.36,-5.17,-4.13
3831.66,640.87, 0.77,57.82, 6.69,232.04,-5.27,-4.11
3836.36,640.49, 0.72,58.07, 6.77,232.78,-5.39,-4.09
3841.78,640.06, 0.67,58.19, 6.86,233.58,-5.52,-4.07
3847.67,639.64, 0.63,58.31, 6.96,234.42,-5.66,-4.05
3852.16,639.28, 0.58,58.53, 7.06,235.30,-5.81,-4.02
3855.42,638.99, 0.53,58.79, 7.18,236.21,-5.97,-3.99
3858.71,638.71, 0.49,59.01, 7.30,237.16,-6.13,-3.96
3862.83,638.38, 0.45,59.19, 7.42,238.12,-6.30,-3.92
3867.66,637.99, 0.41,59.37, 7.55,239.09,-6.48,-3.88
3873.47,637.52, 0.36,59.61, 7.69,240.07,-6.66,-3.84
3880.44,636.99, 0.31,59.89, 7.83,241.04,-6.85,-3.79
3887.97,636.41, 0.25,60.07, 7.97,241.99,-7.03,-3.74
3895.28,635.83, 0.20,60.27, 8.11,242.92,-7.22,-3.69
3902.34,635.28, 0.15,60.57, 8.25,243.83,-7.41,-3.64
3908.76,634.78, 0.10,60.85, 8.40,244.70,-7.59,-3.59
3914.38,634.33, 0.04,61.02, 8.54,245.53,-7.77,-3.54
3919.03,633.96,-0.01,61.09, 8.69,246.31,-7.96,-3.49
3922.97,633.62,-0.08,61.17, 8.83,247.05,-8.13,-3.44
3927.53,633.24,-0.14,61.44, 8.97,247.74,-8.31,-3.40
3933.55,632.78,-0.20,61.83, 9.11,248.38,-8.47,-3.36
3940.09,632.29,-0.25,62.08, 9.25,248.96,-8.64,-3.32
3946.35,631.81,-0.30,62.09, 9.39,249.48,-8.79,-3.29
3951.39,631.42,-0.34,62.16, 9.52,249.94,-8.94,-3.27
3954.93,631.14,-0.36,62.65, 9.65,250.35,-9.09,-3.24
3957.30,630.92,-0.38,63.29, 9.77,250.71,-9.23,-3.23
3959.57,630.73,-0.41,63.73, 9.90,251.02,-9.36,-3.22
3962.28,630.51,-0.44,63.85,10.01,251.27,-9.48,-3.21
3965.73,630.25,-0.47,63.85,10.12,251.48,-9.60,-3.22
3969.38,629.97,-0.51,63.96,10.23,251.64,-9.71,-3.22
3972.90,629.68,-0.55,64.23,10.33,251.77,-9.81,-3.23
3976.76,629.37,-0.58,64.59,10.42,251.85,-9.90,-3.25
3981.44,629.00,-0.62,64.86,10.51,251.90,-9.99,-3.26
3987.00,628.57,-0.66,64.96,10.59,251.92,-10.07,-3.29
3993.11,628.08,-0.70,65.10,10.66,251.90,-10.13,-3.31
4000.05,627.55,-0.75,65.36,10.73,251.87,-10.19,-3.34
4007.54,626.98,-0.81,65.62,10.79,251.81,-10.25,-3.37
4014.73,626.44,-0.88,65.70,10.84,251.73,-10.29,-3.40
4020.68,625.96,-0.94,65.67,10.88,251.63,-10.33,-3.43
4025.69,625.56,-0.98,65.80,10.92,251.51,-10.35,-3.46
4030.35,625.18,-1.02,66.19,10.94,251.37,-10.37,-3.49
4035.22,624.79,-1.06,66.49,10.96,251.22,-10.38,-3.53
4040.54,624.38,-1.12,66.52,10.98,251.05,-10.38,-3.56
4045.96,623.97,-1.17,66.47,10.98,250.86,-10.38,-3.60
4051.20,623.56,-1.21,66.53,10.99,250.66,-10.37,-3.64
4056.12,623.17,-1.25,66.72,10.98,250.44,-10.35,-3.68
4060.94,622.80,-1.30,67.05,10.97,250.21,-10.32,-3.71
4065.60,622.44,-1.35,67.40,10.95,249.97,-10.29,-3.75
4069.96,622.09,-1.39,67.56,10.93,249.71,-10.25,-3.79
4074.10,621.76,-1.42,67.55,10.91,249.45,-10.21,-3.83
4078.29,621.43,-1.43,67.58,10.88,249.17,-10.17,-3.87
4082.72,621.09,-1.44,67.68,10.85,248.89,-10.13,-3.91
4087.40,620.73,-1.45,67.68,10.83,248.61,-10.08,-3.95
4092.10,620.37,-1.49,67.65,10.80,248.33,-10.03,-3.99
4096.74,620.01,-1.53,67.69,10.77,248.05,-9.99,-4.02
4101.13,619.68,-1.57,67.80,10.74,247.78,-9.94,-4.06
4104.90,619.37,-1.60,67.86,10.71,247.52,-9.89,-4.09
4108.46,619.08,-1.62,67.86,10.68,247.29,-9.85,-4.12
4112.69,618.73,-1.64,67.89,10.66,247.08,-9.82,-4.15
4118.14,618.31,-1.67,68.01,10.64,246.90,-9.78,-4.17
4124.67,617.82,-1.71,68.27,10.62,246.75,-9.76,-4.19
4131.74,617.30,-1.75,68.60,10.60,246.65,-9.73,-4.20
4138.06,616.83,-1.79,68.78,10.59,246.59,-9.72,-4.21
4142.81,616.45,-1.83,68.78,10.58,246.58,-9.71,-4.21
4146.84,616.11,-1.86,68.79,10.58,246.62,-9.71,-4.20
4151.30,615.74,-1.89,68.81,10.58,246.72,-9.71,-4.18
4157.16,615.29,-1.92,68.79,10.58,246.86,-9.73,-4.16
4164.33,614.76,-1.96,68.75,10.58,247.07,-9.75,-4.12
4171.53,614.24,-2.00,68.65,10.59,247.32,-9.77,-4.08
4177.59,613.78,-2.04,68.54,10.60,247.62,-9.80,-4.04
4182.08,613.43,-2.06,68.62,10.62,247.96,-9.84,-3.99
4184.99,613.18,-2.07,68.95,10.64,248.34,-9.88,-3.93
4187.51,612.95,-2.09,69.35,10.66,248.75,-9.93,-3.86
4191.02,612.68,-2.11,69.52,10.68,249.19,-9.98,-3.79
4195.83,612.32,-2.15,69.34,10.70,249.65,-10.03,-3.72
4201.33,611.92,-2.18,69.09,10.72,250.12,-10.08,-3.65
4206.68,611.52,-2.21,69.04,10.74,250.59,-10.13,-3.57
4211.33,611.14,-2.25,69.38,10.77,251.06,-10.18,-3.49
4216.14,610.76,-2.29,69.93,10.79,251.52,-10.23,-3.42
4221.58,610.34,-2.34,70.13,10.81,251.95,-10.27,-3.35
4227.50,609.89,-2.39,69.58,10.82,252.36,-10.31,-3.28
4233.92,609.41,-2.42,68.24,10.84,252.74,-10.35,-3.22
4240.53,608.93,-2.42,66.14,10.84,253.08,-10.38,-3.16
4246.07,608.52,-2.41,63.75,10.85,253.38,-10.40,-3.10
4250.16,608.21,-2.39,61.85,10.85,253.64,-10.41,-3.06
4252.59,608.00,-2.38,60.99,10.85,253.86,-10.42,-3.01
4254.10,607.85,-2.38,60.95,10.84,254.04,-10.42,-2.98
4256.28,607.65,-2.39,60.89,10.83,254.18,-10.42,-2.95
4260.22,607.35,-2.40,60.20,10.81,254.28,-10.41,-2.93
4266.15,606.92,-2.39,58.97,10.79,254.34,-10.39,-2.91
4273.08,606.45,-2.39,58.10,10.77,254.37,-10.37,-2.90
4278.26,606.05,-2.39,57.57,10.75,254.37,-10.35,-2.90
4281.99,605.76,-2.40,57.11,10.73,254.35,-10.33,-2.89
4284.85,605.52,-2.40,56.69,10.71,254.32,-10.31,-2.89
4287.54,605.29,-2.40,56.27,10.69,254.27,-10.29,-2.90
4290.97,605.00,-2.41,55.78,10.67,254.22,-10.27,-2.90
4296.43,604.63,-2.43,55.16,10.66,254.18,-10.26,-2.91
4302.16,604.22,-2.45,54.48,10.65,254.14,-10.25,-2.91
4307.07,603.84,-2.47,53.76,10.65,254.12,-10.25,-2.92
4311.10,603.51,-2.47,53.07,10.66,254.12,-10.25,-2.92
4315.39,603.18,-2.48,52.64,10.68,254.15,-10.27,-2.92
4320.21,602.83,-2.50,52.28,10.70,254.20,-10.30,-2.91
4324.82,602.49,-2.52,51.89,10.74,254.28,-10.34,-2.91
4329.01,602.17,-2.54,51.59,10.78,254.40,-10.38,-2.90
4332.87,601.88,-2.54,51.25,10.83,254.54,-10.44,-2.89
4336.23,601.61,-2.55,50.58,10.90,254.70,-10.51,-2.88
4339.63,601.35,-2.54,49.32,10.97,254.89,-10.59,-2.86
4343.25,601.07,-2.52,47.11,11.05,255.09,-10.68,-2.84
4347.04,600.78,-2.48,44.16,11.14,255.31,-10.78,-2.82
4351.26,600.45,-2.45,42.02,11.24,255.53,-10.88,-2.81
4356.30,600.08,-2.43,40.68,11.34,255.76,-10.99,-2.79
4361.89,599.67,-2.42,39.45,11.44,255.98,-11.10,-2.77
4367.44,599.27,-2.41,39.56,11.55,256.19,-11.22,-2.76
4372.34,598.90,-2.42,40.77,11.66,256.38,-11.33,-2.75
4376.56,598.58,-2.43,41.68,11.77,256.55,-11.45,-2.74
4380.24,598.29,-2.44,42.15,11.88,256.68,-11.56,-2.74
4383.85,597.99,-2.43,42.21,11.98,256.79,-11.66,-2.74
4388.32,597.65,-2.43,41.74,12.08,256.85,-11.76,-2.75
4393.89,597.24,-2.42,40.69,12.17,256.88,-11.85,-2.76
4400.33,596.77,-2.39,39.06,12.25,256.86,-11.93,-2.79
4406.75,596.31,-2.36,37.57,12.32,256.79,-12.00,-2.82
4412.32,595.90,-2.35,36.91,12.39,256.68,-12.05,-2.85
4416.51,595.57,-2.37,36.91,12.44,256.52,-12.10,-2.90
4420.37,595.26,-2.39,37.05,12.48,256.32,-12.13,-2.95
4424.47,594.96,-2.41,37.30,12.51,256.08,-12.14,-3.01
4428.58,594.67,-2.42,37.68,12.53,255.79,-12.15,-3.08
4432.18,594.40,-2.42,38.09,12.54,255.47,-12.14,-3.15
4435.12,594.16,-2.42,38.16,12.54,255.11,-12.12,-3.22
4438.23,593.91,-2.40,37.70,12.54,254.73,-12.09,-3.30
4442.23,593.61,-2.37,36.99,12.52,254.32,-12.06,-3.38
4447.11,593.27,-2.36,36.48,12.50,253.89,-12.01,-3.47
4452.03,592.91,-2.36,36.35,12.48,253.46,-11.96,-3.55
4456.56,592.58,-2.38,36.41,12.45,253.02,-11.91,-3.64
4460.30,592.30,-2.41,36.46,12.42,252.59,-11.85,-3.72
4463.49,592.05,-2.43,36.33,12.39,252.17,-11.79,-3.79
4466.57,591.81,-2.46,36.00,12.35,251.77,-11.73,-3.87
4469.77,591.56,-2.48,35.60,12.32,251.40,-11.68,-3.93
4473.58,591.27,-2.49,35.17,12.30,251.06,-11.63,-3.99
4478.19,590.93,-2.51,34.86,12.27,250.76,-11.58,-4.04
4483.70,590.53,-2.53,34.74,12.25,250.51,-11.55,-4.09
4489.82,590.08,-2.56,34.68,12.23,250.30,-11.51,-4.12
4496.00,589.64,-2.60,34.62,12.22,250.15,-11.49,-4.15
4501.32,589.26,-2.64,34.58,12.21,250.06,-11.47,-4.16
4505.55,588.94,-2.67,34.51,12.20,250.02,-11.47,-4.17
4508.96,588.67,-2.69,34.37,12.20,250.04,-11.47,-4.17
4511.99,588.42,-2.70,34.12,12.21,250.11,-11.48,-4.15
4515.57,588.15,-2.69,33.74,12.22,250.23,-11.50,-4.13
4520.18,587.81,-2.67,33.31,12.23,250.40,-11.52,-4.10
4525.49,587.43,-2.68,32.98,12.25,250.61,-11.55,-4.07
4530.95,587.03,-2.69,32.85,12.27,250.85,-11.59,-4.02
4536.34,586.64,-2.71,32.78,12.29,251.13,-11.63,-3.98
4541.58,586.25,-2.74,32.65,12.31,251.43,-11.67,-3.92
4546.67,585.88,-2.77,32.51,12.34,251.76,-11.72,-3.86
4551.48,585.52,-2.81,32.52,12.36,252.10,-11.77,-3.80
4555.84,585.20,-2.85,32.63,12.39,252.44,-11.81,-3.74
4559.99,584.88,-2.88,32.65,12.41,252.79,-11.86,-3.67
4564.16,584.57,-2.91,32.58,12.43,253.14,-11.90,-3.60
4568.75,584.23,-2.95,32.58,12.45,253.49,-11.93,-3.54
4573.77,583.87,-2.98,32.63,12.46,253.83,-11.96,-3.47
4578.94,583.49,-3.02,32.69,12.46,254.16,-11.99,-3.40
4583.97,583.13,-3.06,32.78,12.46,254.47,-12.01,-3.34
4588.57,582.79,-3.10,32.84,12.46,254.77,-12.02,-3.27
4592.70,582.48,-3.13,32.93,12.44,255.05,-12.02,-3.21
4596.45,582.20,-3.17,33.03,12.42,255.32,-12.02,-3.15
4600.16,581.92,-3.19,33.06,12.40,255.57,-12.01,-3.09
4604.04,581.64,-3.22,33.03,12.36,255.81,-11.99,-3.03
4608.13,581.33,-3.24,32.90,12.33,256.02,-11.96,-2.98
4612.54,581.00,-3.26,32.68,12.28,256.23,-11.93,-2.92
4617.63,580.62,-3.28,32.68,12.23,256.41,-11.89,-2.87
4623.89,580.15,-3.32,33.05,12.18,256.58,-11.85,-2.83
4631.45,579.62,-3.38,33.54,12.12,256.73,-11.80,-2.78
4639.30,579.07,-3.44,33.83,12.06,256.86,-11.75,-2.74
4646.47,578.55,-3.50,33.92,12.00,256.98,-11.69,-2.70
4652.66,578.09,-3.55,34.05,11.94,257.07,-11.64,-2.67
4658.29,577.68,-3.61,34.21,11.88,257.15,-11.58,-2.64
4663.26,577.32,-3.66,34.22,11.82,257.21,-11.53,-2.62
4667.63,576.99,-3.70,34.23,11.77,257.24,-11.48,-2.60
4671.70,576.67,-3.74,34.39,11.71,257.26,-11.43,-2.58
4676.43,576.32,-3.78,34.65,11.67,257.25,-11.38,-2.57
4682.09,575.92,-3.83,34.89,11.62,257.22,-11.34,-2.57
4688.15,575.49,-3.88,35.03,11.59,257.17,-11.30,-2.57
4694.27,575.05,-3.94,35.10,11.56,257.09,-11.26,-2.58
4699.81,574.66,-3.98,35.31,11.53,256.98,-11.23,-2.60
4704.37,574.32,-4.01,35.64,11.51,256.85,-11.21,-2.62
4708.29,574.03,-4.03,36.01,11.50,256.69,-11.19,-2.65
4712.03,573.75,-4.04,36.36,11.49,256.51,-11.17,-2.68
4715.65,573.49,-4.04,36.50,11.49,256.31,-11.16,-2.72
4719.21,573.22,-4.05,36.42,11.49,256.09,-11.16,-2.76
